Created-At;Text;Id
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;@faridmohmdMF @rndy11 Berlaku bagi yang kebetulan diunduh sama oknum isil*p ya?;1,58977E+18
08/11/2022;Oknum polisi berulah lagi? Diduga menyerang Rumah Sakit Bandung, Medan, delapan oknum polisi diperiksa - Jakarta Insider https://t.co/eHmWh7D9I9;1,58977E+18
08/11/2022;RT @kemalpalevi: Gokil, dalam hitungan hari, udah ditangkap aja 2 orang ini. Emang kalau udah urusan bokep, di Konoha selalu sat set sat se…;1,58977E+18
08/11/2022;RT @kemalpalevi: Gokil, dalam hitungan hari, udah ditangkap aja 2 orang ini. Emang kalau udah urusan bokep, di Konoha selalu sat set sat se…;1,58977E+18
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;RT @txtdrberseragam: Oknum Polisi Lecehkan Pelajar Berumur 17 Tahun https://t.co/BSZqjE3mQd;1,58977E+18
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;@tukangrosok___ Kelakuan memalukan, disatu sisi Kapolri berjuang memperbaiki citra yg babak belur tp yg di bawah asik aja dg prilaku negatifnya, mmg harus ditindak tegas ini oleh @DivHumas_Polri para oknum;1,58977E+18
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;@rubberskies_ smua gara gara oknum w?;1,58977E+18
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;RT @mazzini_gsp: Ralat: 1 perawat RS Bandung disekap di kamar hotel oleh SALAH SATU ANGGOTA KEPOLISIAN. Setelah berhasil dilepas kemudian t…;1,58977E+18
08/11/2022;RT @detikcom: 1 perawat RS Bandung disekap di kamar hotel oleh oknum polisi. Setelah berhasil dilepas kemudian terjadi insiden penyerangan…;1,58977E+18
08/11/2022;RT @mazzini_gsp: Ralat: 1 perawat RS Bandung disekap di kamar hotel oleh SALAH SATU ANGGOTA KEPOLISIAN. Setelah berhasil dilepas kemudian t…;1,58977E+18
08/11/2022;RT @kemalpalevi: Gokil, dalam hitungan hari, udah ditangkap aja 2 orang ini. Emang kalau udah urusan bokep, di Konoha selalu sat set sat se…;1,58977E+18
08/11/2022;RT @kemalpalevi: Gokil, dalam hitungan hari, udah ditangkap aja 2 orang ini. Emang kalau udah urusan bokep, di Konoha selalu sat set sat se…;1,58977E+18
08/11/2022;RT @kemalpalevi: Gokil, dalam hitungan hari, udah ditangkap aja 2 orang ini. Emang kalau udah urusan bokep, di Konoha selalu sat set sat se…;1,58977E+18
